event,slug,start_date,sponsor,prize_usd
HackFS 2024,hackfs2024,2024-06-07,Fluence,10000
HackFS 2024,hackfs2024,2024-06-07,Mona,10000
HackFS 2024,hackfs2024,2024-06-07,Lilypad,5500
HackFS 2024,hackfs2024,2024-06-07,Huddle01,5000
HackFS 2024,hackfs2024,2024-06-07,Powerloom,5000
HackFS 2024,hackfs2024,2024-06-07,ENS,5000
HackFS 2024,hackfs2024,2024-06-07,Squid Router,5000
HackFS 2024,hackfs2024,2024-06-07,Zondax,5000
HackFS 2024,hackfs2024,2024-06-07,WeatherXM,5000
HackFS 2024,hackfs2024,2024-06-07,Starknet,5000
HackFS 2024,hackfs2024,2024-06-07,CoopHive,5000
HackFS 2024,hackfs2024,2024-06-07,Fleek,5000
HackFS 2024,hackfs2024,2024-06-07,Chainsafe,2500
ETHGlobal Sydney,sydney,2024-05-03,Worldcoin,20000
ETHGlobal Sydney,sydney,2024-05-03,Unlimit,10000
ETHGlobal Sydney,sydney,2024-05-03,Chainlink,10000
ETHGlobal Sydney,sydney,2024-05-03,Mantle,10000
ETHGlobal Sydney,sydney,2024-05-03,Nethermind,5000
ETHGlobal Sydney,sydney,2024-05-03,Base,5000
ETHGlobal Sydney,sydney,2024-05-03,NounsDAO,5000
ETHGlobal Sydney,sydney,2024-05-03,dabl.club,5000
ETHGlobal Sydney,sydney,2024-05-03,Openmesh Network,2500
ETHGlobal Sydney,sydney,2024-05-03,Avail,2000
ETHGlobal Sydney,sydney,2024-05-03,Lilypad,2000
Scaling Ethereum 2024,scaling2024,2024-04-05,Arbitrum,20000
Scaling Ethereum 2024,scaling2024,2024-04-05,Sign Protocol,20000
Scaling Ethereum 2024,scaling2024,2024-04-05,Filecoin,12500
Scaling Ethereum 2024,scaling2024,2024-04-05,Gnosis Chain,11000
Scaling Ethereum 2024,scaling2024,2024-04-05,RISC Zero,10000
Scaling Ethereum 2024,scaling2024,2024-04-05,Nillion,5000
Scaling Ethereum 2024,scaling2024,2024-04-05,Neon EVM,5000
Scaling Ethereum 2024,scaling2024,2024-04-05,PowerLoom,5000
Scaling Ethereum 2024,scaling2024,2024-04-05,Morph,5000
Scaling Ethereum 2024,scaling2024,2024-04-05,Avail,4000
Scaling Ethereum 2024,scaling2024,2024-04-05,Witness,1000
Scaling Ethereum 2024,scaling2024,2024-04-05,Curvegrid,1000
Frameworks,frameworks,2024-03-22,Pinata,10000
Frameworks,frameworks,2024-03-22,XMTP,7400
Frameworks,frameworks,2024-03-22,Base,5000
Frameworks,frameworks,2024-03-22,Bountycaster,5000
Frameworks,frameworks,2024-03-22,Optimism,5000
Frameworks,frameworks,2024-03-22,Dynamic,5000
Frameworks,frameworks,2024-03-22,Livepeer,5000
Frameworks,frameworks,2024-03-22,The Graph,5000
Frameworks,frameworks,2024-03-22,frames.js,4269
Frameworks,frameworks,2024-03-22,Privy,4000
Frameworks,frameworks,2024-03-22,Airstack,3500
Frameworks,frameworks,2024-03-22,Karma3Labs,3500
Frameworks,frameworks,2024-03-22,Neynar,1
ETHGlobal London,london2024,2024-03-15,Nethermind,20000
ETHGlobal London,london2024,2024-03-15,Worldcoin,20000
ETHGlobal London,london2024,2024-03-15,Arbitrum,20000
ETHGlobal London,london2024,2024-03-15,Chiliz,20000
ETHGlobal London,london2024,2024-03-15,Filecoin,20000
ETHGlobal London,london2024,2024-03-15,Circle,10000
ETHGlobal London,london2024,2024-03-15,Safe,10000
ETHGlobal London,london2024,2024-03-15,NEAR Protocol,10000
ETHGlobal London,london2024,2024-03-15,Gnosis,10000
ETHGlobal London,london2024,2024-03-15,ENS,10000
ETHGlobal London,london2024,2024-03-15,Hyperlane,10000
ETHGlobal London,london2024,2024-03-15,ApeCoin,10000
ETHGlobal London,london2024,2024-03-15,Celo,10000
ETHGlobal London,london2024,2024-03-15,Uniswap Foundation,10000
ETHGlobal London,london2024,2024-03-15,Base,10000
ETHGlobal London,london2024,2024-03-15,Dynamic,6000
ETHGlobal London,london2024,2024-03-15,Ethereum Foundation,6000
ETHGlobal London,london2024,2024-03-15,LayerZero,5000
ETHGlobal London,london2024,2024-03-15,Fhenix,5000
ETHGlobal London,london2024,2024-03-15,Aztec,5000
ETHGlobal London,london2024,2024-03-15,Avail,5000
ETHGlobal London,london2024,2024-03-15,Chainlink,5000
ETHGlobal London,london2024,2024-03-15,Flashbots,5000
ETHGlobal London,london2024,2024-03-15,Galadriel,5000
ETHGlobal London,london2024,2024-03-15,PancakeSwap,3000
ETHGlobal London,london2024,2024-03-15,Morpho Labs,1000
Circuit Breaker,circuitbreaker,2024-02-02,Scroll,10000
Circuit Breaker,circuitbreaker,2024-02-02,Iron Fish,5000
Circuit Breaker,circuitbreaker,2024-02-02,Aztec,5000
Circuit Breaker,circuitbreaker,2024-02-02,Sindri,5000
Circuit Breaker,circuitbreaker,2024-02-02,Privacy + Scaling Explorations,5000
Circuit Breaker,circuitbreaker,2024-02-02,Avail,5000
LFGHO,lfgho,2024-01-12,Aave,50000
LFGHO,lfgho,2024-01-12,Chainlink,5000
LFGHO,lfgho,2024-01-12,Family,5000
ETHGlobal Istanbul,istanbul,2023-11-17,Mina Protocol,20000
ETHGlobal Istanbul,istanbul,2023-11-17,1inch Network,20000
ETHGlobal Istanbul,istanbul,2023-11-17,Arbitrum,20000
ETHGlobal Istanbul,istanbul,2023-11-17,Spark,20000
ETHGlobal Istanbul,istanbul,2023-11-17,WalletConnect,20000
ETHGlobal Istanbul,istanbul,2023-11-17,Worldcoin,20000
ETHGlobal Istanbul,istanbul,2023-11-17,Lens Protocol,20000
ETHGlobal Istanbul,istanbul,2023-11-17,Polygon,20000
ETHGlobal Istanbul,istanbul,2023-11-17,IPFS &amp; Filecoin,20000
ETHGlobal Istanbul,istanbul,2023-11-17,Chiliz,20000
ETHGlobal Istanbul,istanbul,2023-11-17,MetaMask,19000
ETHGlobal Istanbul,istanbul,2023-11-17,Scroll,17000
ETHGlobal Istanbul,istanbul,2023-11-17,Gnosis Chain,12000
ETHGlobal Istanbul,istanbul,2023-11-17,Flashbots,10002
ETHGlobal Istanbul,istanbul,2023-11-17,Safe,10000
ETHGlobal Istanbul,istanbul,2023-11-17,NEAR Protocol,10000
ETHGlobal Istanbul,istanbul,2023-11-17,UNLIMIT,10000
ETHGlobal Istanbul,istanbul,2023-11-17,Chronicle Protocol,10000
ETHGlobal Istanbul,istanbul,2023-11-17,Cartesi,10000
ETHGlobal Istanbul,istanbul,2023-11-17,zkSync,10000
ETHGlobal Istanbul,istanbul,2023-11-17,Aave Grants DAO,10000
ETHGlobal Istanbul,istanbul,2023-11-17,Starknet,10000
ETHGlobal Istanbul,istanbul,2023-11-17,Push Protocol,10000
ETHGlobal Istanbul,istanbul,2023-11-17,UMA,10000
ETHGlobal Istanbul,istanbul,2023-11-17,ENS,10000
ETHGlobal Istanbul,istanbul,2023-11-17,CELO,10000
ETHGlobal Istanbul,istanbul,2023-11-17,Mantle,10000
ETHGlobal Istanbul,istanbul,2023-11-17,Chainlink,10000
ETHGlobal Istanbul,istanbul,2023-11-17,Axiom,10000
ETHGlobal Istanbul,istanbul,2023-11-17,ApeCoin DAO,10000
ETHGlobal Istanbul,istanbul,2023-11-17,API3,10000
ETHGlobal Istanbul,istanbul,2023-11-17,Aleo,10000
ETHGlobal Istanbul,istanbul,2023-11-17,XDC Network,10000
ETHGlobal Istanbul,istanbul,2023-11-17,Base,10000
ETHGlobal Istanbul,istanbul,2023-11-17,Waku,10000
ETHGlobal Istanbul,istanbul,2023-11-17,CoW Protocol,9400
ETHGlobal Istanbul,istanbul,2023-11-17,Mask Network,9000
ETHGlobal Istanbul,istanbul,2023-11-17,Gearbox,9000
ETHGlobal Istanbul,istanbul,2023-11-17,Celestia,8000
ETHGlobal Istanbul,istanbul,2023-11-17,The Graph,7500
ETHGlobal Istanbul,istanbul,2023-11-17,Neon EVM,7000
ETHGlobal Istanbul,istanbul,2023-11-17,Hyperlane,6000
ETHGlobal Istanbul,istanbul,2023-11-17,Ethereum Foundation,5000
ETHGlobal Istanbul,istanbul,2023-11-17,Ethereum Attestation Service,5000
ETHGlobal Istanbul,istanbul,2023-11-17,Threshold Network,5000
ETHGlobal Istanbul,istanbul,2023-11-17,Aztec,5000
ETHGlobal Istanbul,istanbul,2023-11-17,Curvegrid,5000
ETHGlobal Istanbul,istanbul,2023-11-17,Certora,5000
ETHGlobal Istanbul,istanbul,2023-11-17,Arx,5000
ETHGlobal Istanbul,istanbul,2023-11-17,UNICEF Innovation,4000
ETHOnline 2023,ethonline2023,2023-10-06,Spark,20000
ETHOnline 2023,ethonline2023,2023-10-06,Scroll,20000
ETHOnline 2023,ethonline2023,2023-10-06,Mask Network,10000
ETHOnline 2023,ethonline2023,2023-10-06,Safe,10000
ETHOnline 2023,ethonline2023,2023-10-06,Hyperlane,10000
ETHOnline 2023,ethonline2023,2023-10-06,Polygon,10000
ETHOnline 2023,ethonline2023,2023-10-06,Filecoin,10000
ETHOnline 2023,ethonline2023,2023-10-06,UMA,10000
ETHOnline 2023,ethonline2023,2023-10-06,Mantle,10000
ETHOnline 2023,ethonline2023,2023-10-06,ApeCoin,10000
ETHOnline 2023,ethonline2023,2023-10-06,Wormhole,10000
ETHOnline 2023,ethonline2023,2023-10-06,Sismo,5000
ETHOnline 2023,ethonline2023,2023-10-06,Connext,5000
ETHOnline 2023,ethonline2023,2023-10-06,Axelar,5000
ETHOnline 2023,ethonline2023,2023-10-06,Compound Grants,5000
ETHOnline 2023,ethonline2023,2023-10-06,Chainlink,5000
ETHOnline 2023,ethonline2023,2023-10-06,Lit Protocol,5000
ETHOnline 2023,ethonline2023,2023-10-06,The Graph,5000
ETHOnline 2023,ethonline2023,2023-10-06,Push Protocol,5000
ETHOnline 2023,ethonline2023,2023-10-06,XMTP,5000
ETHOnline 2023,ethonline2023,2023-10-06,Uniswap Foundation,5000
ETHOnline 2023,ethonline2023,2023-10-06,Tableland,5000
ETHOnline 2023,ethonline2023,2023-10-06,Cometh,5000
ETHOnline 2023,ethonline2023,2023-10-06,Aztec,4000
ETHGlobal New York,newyork2023,2023-09-22,1inch,20000
ETHGlobal New York,newyork2023,2023-09-22,WalletConnect,20000
ETHGlobal New York,newyork2023,2023-09-22,Gnosis Chain,20000
ETHGlobal New York,newyork2023,2023-09-22,Worldcoin,20000
ETHGlobal New York,newyork2023,2023-09-22,Polygon,20000
ETHGlobal New York,newyork2023,2023-09-22,IPFS / Filecoin,20000
ETHGlobal New York,newyork2023,2023-09-22,Uniswap Foundation,20000
ETHGlobal New York,newyork2023,2023-09-22,Arbitrum,20000
ETHGlobal New York,newyork2023,2023-09-22,Scroll,16000
ETHGlobal New York,newyork2023,2023-09-22,Aave Grants DAO,10000
ETHGlobal New York,newyork2023,2023-09-22,Lens Protocol,10000
ETHGlobal New York,newyork2023,2023-09-22,Airstack,10000
ETHGlobal New York,newyork2023,2023-09-22,Next.ID,10000
ETHGlobal New York,newyork2023,2023-09-22,NEAR Protocol,10000
ETHGlobal New York,newyork2023,2023-09-22,UNLIMIT,10000
ETHGlobal New York,newyork2023,2023-09-22,Cartesi,10000
ETHGlobal New York,newyork2023,2023-09-22,ENS,10000
ETHGlobal New York,newyork2023,2023-09-22,Neon EVM,10000
ETHGlobal New York,newyork2023,2023-09-22,Safe,10000
ETHGlobal New York,newyork2023,2023-09-22,Hyperlane,10000
ETHGlobal New York,newyork2023,2023-09-22,Biconomy,10000
ETHGlobal New York,newyork2023,2023-09-22,Starknet,10000
ETHGlobal New York,newyork2023,2023-09-22,UMA,10000
ETHGlobal New York,newyork2023,2023-09-22,Celo,10000
ETHGlobal New York,newyork2023,2023-09-22,XMTP,10000
ETHGlobal New York,newyork2023,2023-09-22,MetaMask,10000
ETHGlobal New York,newyork2023,2023-09-22,Mantle,10000
ETHGlobal New York,newyork2023,2023-09-22,XDC Foundation,10000
ETHGlobal New York,newyork2023,2023-09-22,Axiom,10000
ETHGlobal New York,newyork2023,2023-09-22,ApeCoin,10000
ETHGlobal New York,newyork2023,2023-09-22,Base,10000
ETHGlobal New York,newyork2023,2023-09-22,The Graph,7500
ETHGlobal New York,newyork2023,2023-09-22,Privy,5000
ETHGlobal New York,newyork2023,2023-09-22,Sunscreen,5000
ETHGlobal New York,newyork2023,2023-09-22,Axelar,5000
ETHGlobal New York,newyork2023,2023-09-22,Alliance,5000
ETHGlobal New York,newyork2023,2023-09-22,QuickNode,5000
ETHGlobal New York,newyork2023,2023-09-22,Fuel Network,5000
ETHGlobal New York,newyork2023,2023-09-22,Compound Grants,5000
ETHGlobal New York,newyork2023,2023-09-22,Unlock Protocol,5000
ETHGlobal New York,newyork2023,2023-09-22,Lit Protocol,5000
ETHGlobal New York,newyork2023,2023-09-22,Mona,5000
ETHGlobal New York,newyork2023,2023-09-22,Ethereum Foundation,5000
ETHGlobal New York,newyork2023,2023-09-22,Aleo,5000
ETHGlobal New York,newyork2023,2023-09-22,Flashbots,5000
Superhack,superhack,2023-08-04,Optimism,24000
Superhack,superhack,2023-08-04,Base,20000
Superhack,superhack,2023-08-04,Worldcoin,20000
Superhack,superhack,2023-08-04,Zora,20000
Superhack,superhack,2023-08-04,Chainlink,10000
Superhack,superhack,2023-08-04,Hyperlane,10000
Superhack,superhack,2023-08-04,LayerZero,10000
Superhack,superhack,2023-08-04,Mode Network,10000
Superhack,superhack,2023-08-04,The Graph,5000
Superhack,superhack,2023-08-04,Covalent,5000
Superhack,superhack,2023-08-04,Safe,5000
Superhack,superhack,2023-08-04,Ethereum Attestation Service,5000
ETHGlobal Paris,paris2023,2023-07-21,Mina Protocol,20000
ETHGlobal Paris,paris2023,2023-07-21,MetaMask,20000
ETHGlobal Paris,paris2023,2023-07-21,Gnosis Chain,20000
ETHGlobal Paris,paris2023,2023-07-21,1inch Network,20000
ETHGlobal Paris,paris2023,2023-07-21,WalletConnect,20000
ETHGlobal Paris,paris2023,2023-07-21,Filecoin,20000
ETHGlobal Paris,paris2023,2023-07-21,Polygon,20000
ETHGlobal Paris,paris2023,2023-07-21,Worldcoin,20000
ETHGlobal Paris,paris2023,2023-07-21,MakerDAO,20000
ETHGlobal Paris,paris2023,2023-07-21,Airstack,10000
ETHGlobal Paris,paris2023,2023-07-21,Hyperlane,10000
ETHGlobal Paris,paris2023,2023-07-21,zkBob,10000
ETHGlobal Paris,paris2023,2023-07-21,Cartesi,10000
ETHGlobal Paris,paris2023,2023-07-21,zkSync,10000
ETHGlobal Paris,paris2023,2023-07-21,XMTP,10000
ETHGlobal Paris,paris2023,2023-07-21,Celo,10000
ETHGlobal Paris,paris2023,2023-07-21,UMA,10000
ETHGlobal Paris,paris2023,2023-07-21,Starknet,10000
ETHGlobal Paris,paris2023,2023-07-21,Biconomy,10000
ETHGlobal Paris,paris2023,2023-07-21,Push Protocol,10000
ETHGlobal Paris,paris2023,2023-07-21,Ethereum Attestation Service,10000
ETHGlobal Paris,paris2023,2023-07-21,Chainlink,10000
ETHGlobal Paris,paris2023,2023-07-21,ZetaChain,10000
ETHGlobal Paris,paris2023,2023-07-21,Next.ID,10000
ETHGlobal Paris,paris2023,2023-07-21,Safe,10000
ETHGlobal Paris,paris2023,2023-07-21,Sismo,10000
ETHGlobal Paris,paris2023,2023-07-21,NEAR Protocol,10000
ETHGlobal Paris,paris2023,2023-07-21,ApeCoin,10000
ETHGlobal Paris,paris2023,2023-07-21,Ethereum Foundation,10000
ETHGlobal Paris,paris2023,2023-07-21,Mantle,10000
ETHGlobal Paris,paris2023,2023-07-21,The Graph,7500
ETHGlobal Paris,paris2023,2023-07-21,Neon EVM,6500
ETHGlobal Paris,paris2023,2023-07-21,QuickNode,5000
ETHGlobal Paris,paris2023,2023-07-21,Lit Protocol,5000
ETHGlobal Paris,paris2023,2023-07-21,Aragon,5000
ETHGlobal Paris,paris2023,2023-07-21,Dfns,5000
ETHGlobal Paris,paris2023,2023-07-21,Axelar,5000
ETHGlobal Paris,paris2023,2023-07-21,Flashbots,5000
ETHGlobal Waterloo,waterloo2023,2023-06-23,Gnosis Chain,20000
ETHGlobal Waterloo,waterloo2023,2023-06-23,Worldcoin,20000
ETHGlobal Waterloo,waterloo2023,2023-06-23,Airstack,10000
ETHGlobal Waterloo,waterloo2023,2023-06-23,Hyperlane,10000
ETHGlobal Waterloo,waterloo2023,2023-06-23,UMA,10000
ETHGlobal Waterloo,waterloo2023,2023-06-23,Filecoin,10000
ETHGlobal Waterloo,waterloo2023,2023-06-23,Polygon,10000
ETHGlobal Waterloo,waterloo2023,2023-06-23,XDC Foundation,10000
ETHGlobal Waterloo,waterloo2023,2023-06-23,ApeCoin DAO,10000
ETHGlobal Waterloo,waterloo2023,2023-06-23,Sismo,10000
ETHGlobal Waterloo,waterloo2023,2023-06-23,NEAR Protocol,10000
ETHGlobal Waterloo,waterloo2023,2023-06-23,DELV,7500
ETHGlobal Waterloo,waterloo2023,2023-06-23,The Graph,7500
ETHGlobal Waterloo,waterloo2023,2023-06-23,Unlock Protocol,5000
ETHGlobal Waterloo,waterloo2023,2023-06-23,Compound Grants Program,5000
ETHGlobal Waterloo,waterloo2023,2023-06-23,MetaMask,5000
ETHGlobal Waterloo,waterloo2023,2023-06-23,QuickNode,5000
ETHGlobal Waterloo,waterloo2023,2023-06-23,XMTP,5000
ETHGlobal Waterloo,waterloo2023,2023-06-23,Lit Protocol,5000
ETHGlobal Waterloo,waterloo2023,2023-06-23,MakerDAO,5000
ETHGlobal Waterloo,waterloo2023,2023-06-23,Quantstamp,5000
ETHGlobal Waterloo,waterloo2023,2023-06-23,unshETH.xyz,5000
ETHGlobal Waterloo,waterloo2023,2023-06-23,Ethereum Attestation Service,5000
ETHGlobal Waterloo,waterloo2023,2023-06-23,Risc Zero,5000
ETHGlobal Waterloo,waterloo2023,2023-06-23,Highlight,5000
HackFS 2023,hackfs2023,2023-06-02,Filecoin,22000
HackFS 2023,hackfs2023,2023-06-02,Bacalhau,12000
HackFS 2023,hackfs2023,2023-06-02,ApeCoin,10000
HackFS 2023,hackfs2023,2023-06-02,Ceramic,5000
HackFS 2023,hackfs2023,2023-06-02,Tableland,5000
HackFS 2023,hackfs2023,2023-06-02,Polybase,5000
HackFS 2023,hackfs2023,2023-06-02,Livepeer,5000
HackFS 2023,hackfs2023,2023-06-02,Huddle01,5000
HackFS 2023,hackfs2023,2023-06-02,Push Protocol,5000
HackFS 2023,hackfs2023,2023-06-02,ENS,5000
HackFS 2023,hackfs2023,2023-06-02,Spheron,5000
HackFS 2023,hackfs2023,2023-06-02,Lit Protocol,5000
HackFS 2023,hackfs2023,2023-06-02,DataverseOS,5000
HackFS 2023,hackfs2023,2023-06-02,IPFS,5000
HackFS 2023,hackfs2023,2023-06-02,libp2p,5000
HackFS 2023,hackfs2023,2023-06-02,Consensus Lab,5000
HackFS 2023,hackfs2023,2023-06-02,Saturn,5000
HackFS 2023,hackfs2023,2023-06-02,Chainsafe,3500
HackFS 2023,hackfs2023,2023-06-02,nft.storage,3000
HackFS 2023,hackfs2023,2023-06-02,Mona,3000
HackFS 2023,hackfs2023,2023-06-02,Estuary,3000
HackFS 2023,hackfs2023,2023-06-02,Lighthouse Storage,2500
HackFS 2023,hackfs2023,2023-06-02,drand,2000
HackFS 2023,hackfs2023,2023-06-02,Beryx,1500
HackFS 2023,hackfs2023,2023-06-02,Fission,1000
Autonomous Worlds,autonomous,2023-05-18,Optimism,10000
Autonomous Worlds,autonomous,2023-05-18,0xPARC,5000
Autonomous Worlds,autonomous,2023-05-18,Lattice,5000
Autonomous Worlds,autonomous,2023-05-18,NFT.Storage,5000
ETHGlobal Lisbon,lisbon,2023-05-12,1inch Network,20000
ETHGlobal Lisbon,lisbon,2023-05-12,Gnosis Chain,20000
ETHGlobal Lisbon,lisbon,2023-05-12,Polygon,20000
ETHGlobal Lisbon,lisbon,2023-05-12,Worldcoin,20000
ETHGlobal Lisbon,lisbon,2023-05-12,Optimism,20000
ETHGlobal Lisbon,lisbon,2023-05-12,Aave Grants DAO,10000
ETHGlobal Lisbon,lisbon,2023-05-12,Uniswap Foundation,10000
ETHGlobal Lisbon,lisbon,2023-05-12,Lens Protocol,10000
ETHGlobal Lisbon,lisbon,2023-05-12,Filecoin &amp; IPFS,10000
ETHGlobal Lisbon,lisbon,2023-05-12,MetaMask,10000
ETHGlobal Lisbon,lisbon,2023-05-12,UMA,10000
ETHGlobal Lisbon,lisbon,2023-05-12,Cartesi,10000
ETHGlobal Lisbon,lisbon,2023-05-12,Ethereum Foundation,10000
ETHGlobal Lisbon,lisbon,2023-05-12,Airstack,10000
ETHGlobal Lisbon,lisbon,2023-05-12,Safe,10000
ETHGlobal Lisbon,lisbon,2023-05-12,zkBob,10000
ETHGlobal Lisbon,lisbon,2023-05-12,ApeCoin,10000
ETHGlobal Lisbon,lisbon,2023-05-12,The Graph,7500
ETHGlobal Lisbon,lisbon,2023-05-12,Fuel,7000
ETHGlobal Lisbon,lisbon,2023-05-12,Sismo,5000
ETHGlobal Lisbon,lisbon,2023-05-12,Neon EVM,5000
ETHGlobal Lisbon,lisbon,2023-05-12,Scroll,5000
ETHGlobal Lisbon,lisbon,2023-05-12,Chainlink,5000
ETHGlobal Lisbon,lisbon,2023-05-12,Mantle,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Ethereum Foundation,20000
ETHGlobal Tokyo,tokyo,2023-04-14,1inch,20000
ETHGlobal Tokyo,tokyo,2023-04-14,Gnosis Chain,20000
ETHGlobal Tokyo,tokyo,2023-04-14,Taiko,20000
ETHGlobal Tokyo,tokyo,2023-04-14,Lens Protocol,20000
ETHGlobal Tokyo,tokyo,2023-04-14,Mina Protocol,20000
ETHGlobal Tokyo,tokyo,2023-04-14,Polygon,20000
ETHGlobal Tokyo,tokyo,2023-04-14,Worldcoin,20000
ETHGlobal Tokyo,tokyo,2023-04-14,MetaMask,15000
ETHGlobal Tokyo,tokyo,2023-04-14,Airstack,10000
ETHGlobal Tokyo,tokyo,2023-04-14,Hyperlane,10000
ETHGlobal Tokyo,tokyo,2023-04-14,Aave Grants DAO,10000
ETHGlobal Tokyo,tokyo,2023-04-14,Safe,10000
ETHGlobal Tokyo,tokyo,2023-04-14,UMA &amp; Across,10000
ETHGlobal Tokyo,tokyo,2023-04-14,ApeCoin,10000
ETHGlobal Tokyo,tokyo,2023-04-14,Celo,10000
ETHGlobal Tokyo,tokyo,2023-04-14,IPFS &amp; Filecoin,10000
ETHGlobal Tokyo,tokyo,2023-04-14,zkBob,10000
ETHGlobal Tokyo,tokyo,2023-04-14,The Graph,7500
ETHGlobal Tokyo,tokyo,2023-04-14,Superfluid,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Secured Finance,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Lit Protocol,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Mantle,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Huddle01,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Push Protocol,5000
ETHGlobal Tokyo,tokyo,2023-04-14,QuickNode,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Intmax,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Bunzz,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Uniswap Foundation,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Sismo,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Livepeer,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Quantstamp,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Scroll,5000
ETHGlobal Tokyo,tokyo,2023-04-14,NETH,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Reazon Holdings,5000
ETHGlobal Tokyo,tokyo,2023-04-14,Curvegrid,2000
Scaling Ethereum 2023,scaling2023,2023-03-10,Optimism,25000
Scaling Ethereum 2023,scaling2023,2023-03-10,Gnosis Chain,20000
Scaling Ethereum 2023,scaling2023,2023-03-10,Scroll,20000
Scaling Ethereum 2023,scaling2023,2023-03-10,Polygon,20000
Scaling Ethereum 2023,scaling2023,2023-03-10,Hyperlane,10000
Scaling Ethereum 2023,scaling2023,2023-03-10,UMA,10000
Scaling Ethereum 2023,scaling2023,2023-03-10,IPFS &amp; Filecoin,10000
Scaling Ethereum 2023,scaling2023,2023-03-10,ApeCoin,10000
Scaling Ethereum 2023,scaling2023,2023-03-10,Fuel,7000
Scaling Ethereum 2023,scaling2023,2023-03-10,Connext,5000
Scaling Ethereum 2023,scaling2023,2023-03-10,Polybase,5000
Scaling Ethereum 2023,scaling2023,2023-03-10,zkSync,5000
Scaling Ethereum 2023,scaling2023,2023-03-10,Taiko,5000
Scaling Ethereum 2023,scaling2023,2023-03-10,Push Protocol,5000
Scaling Ethereum 2023,scaling2023,2023-03-10,Mantle,5000
Scaling Ethereum 2023,scaling2023,2023-03-10,Intmax,5000
Scaling Ethereum 2023,scaling2023,2023-03-10,The Graph,5000
FVM Space Warp,spacewarp,2023-02-10,Filecoin,30000
FVM Space Warp,spacewarp,2023-02-10,Lighthouse,2500
FVM Space Warp,spacewarp,2023-02-10,Livepeer,2000
FVM Space Warp,spacewarp,2023-02-10,"GRAPHENE 01, INC.",2000
FVM Space Warp,spacewarp,2023-02-10,Push Protocol,2000
FVM Space Warp,spacewarp,2023-02-10,Spheron,2000
